url,identifier,dataset_title,description,thema_name,set_name,subset_name,einheit_kurz,einheit_lang
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_360.csv,235@statistisches-amt-kanton-zuerich,Anteil 1 Zi.-Wohnungen [%],Anteil 1 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_361.csv,237@statistisches-amt-kanton-zuerich,Anteil 2 Zi.-Wohnungen [%],Anteil 2 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand aufgrund Fortschreibung der GWZ mit Daten der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_363.csv,240@statistisches-amt-kanton-zuerich,Anteil 4 Zi.-Wohnungen [%],Anteil 4 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_100.csv,283@statistisches-amt-kanton-zuerich,Bevölkerung: Männer [Pers.],"Einwohnerbestand Männer nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Bevölkerungsbestand,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_805.csv,285@statistisches-amt-kanton-zuerich,Bevölkerung: Heimat Schweiz [Pers.],"Einwohnerbestand Heimat Schweiz nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Bevölkerungsbestand,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_809.csv,289@statistisches-amt-kanton-zuerich,Bevölkerung: Durchschnittsalter [Jahre],"Durchschnittsalter Ende Jahr (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber).",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Altersstruktur,Jahre,Jahre
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_541.csv,295@statistisches-amt-kanton-zuerich,Sozialhilfequote [%],Berechnung: Die Sozialhilfequote berechnet sich aus dem Anteil der Sozialhilfeempfänger/innen zur gesamten Bevölkerung (Referenzpopulation: kantonale Bevölkerungserhebung).,Bevölkerung und Soziales,Soziales,Bedarfsabhängige Sozialleistungen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_199.csv,296@statistisches-amt-kanton-zuerich,Baulandpreis (gewichteter Median) [Fr./m2],Gewichteter Medianpreis aller Freihandverkäufe von unbebautem Land der Wohn- und Mischzone inkl. Abbruchliegenschaften. Die letzten drei Jahre sind provisorisch. Keine Angaben bei weniger als 4 Transaktionen. Weitere Infos: www.statistik.zh.ch/bodenpreise,Bau und Immobilien,Immobilienhandel,Baulandpreis,Fr./m2,Franken pro Quadratmeter
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_91.csv,299@statistisches-amt-kanton-zuerich,Bevölkerung: Anteil 80 u.m.-Jährige [%],"Anteil 80-Jähriger und älterer Personen an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene,die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Altersstruktur,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_375.csv,300@statistisches-amt-kanton-zuerich,Steuerkraft (arith. Mittel 3 Jahre) [Mio.Fr.],Steuerkraft absolut (Nettosteuerertrag zu 100%): arithm. Mittel der letzten 3 Jahre.,Öffentliche Finanzen,Gemeindesteuern,Steuerkraft,Mio.Fr.,Millionen Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_299.csv,301@statistisches-amt-kanton-zuerich,Steuerertrag von natürlichen Personen [Mio.Fr.],Steuerertrag natürliche Personen (Nettoertrag Rechnungsjahr).,Öffentliche Finanzen,Gemeindesteuern,Steuererträge,Mio.Fr.,Millionen Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_445.csv,307@statistisches-amt-kanton-zuerich,Heiraten [Anz.],Anzahl Heiraten. Ein oder beide Partner ist/sind in einer Gemeinde des Kantons Zürich wohnhaft.,Bevölkerung und Soziales,Bevölkerungsbewegung,Heiraten und Scheidungen,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_446.csv,308@statistisches-amt-kanton-zuerich,Heiraten [pro 1000 Einw.],Anzahl Heiraten pro 1000 Einwohner (Rohe Heiratsziffer). Ein oder beide Partner ist/sind in einer Gemeinde des Kantons Zürich wohnhaft.,Bevölkerung und Soziales,Bevölkerungsbewegung,Heiraten und Scheidungen,pro 1000 Einw.,pro Tausend Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_447.csv,309@statistisches-amt-kanton-zuerich,Scheidungen [Anz.],Anzahl Scheidungen. Hinweise: Am 1.Januar 2000 trat das neue Scheidungsrecht in Kraft. Ab 2011 Wechsel der Datenquelle: Es werden nicht mehr alle Scheidungen von zwei ausländischen Personen ausgewiesen.,Bevölkerung und Soziales,Bevölkerungsbewegung,Heiraten und Scheidungen,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_448.csv,310@statistisches-amt-kanton-zuerich,Scheidungen [pro 1000 Einw.],Anzahl Scheidungen pro 1000 Einwohner (Rohe Scheidungsziffer). Hinweise: Am 1.Januar 2000 trat das neue Scheidungsrecht in Kraft. Ab 2011 Wechsel der Datenquelle: Es werden nicht mehr alle Scheidungen von zwei ausländischen Personen ausgewiesen.,Bevölkerung und Soziales,Bevölkerungsbewegung,Heiraten und Scheidungen,pro 1000 Einw.,pro Tausend Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_380.csv,318@statistisches-amt-kanton-zuerich,Arbeitslosenanteil an Bevölkerung 15-64 Jahre [%],Anteil Arbeitslose an der zivilrechtlichen Wohnbevölkerung zwischen 15 und 64 Jahren. Aus Datenschutzgründen dürfen Quoten von Gemeinden mit weniger als 5 Arbeitslosen (Jahresmittel) nicht ausgewiesen werden.,Arbeit und Unternehmen,Arbeitslosigkeit,Arbeitslosigkeit,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_408.csv,320@statistisches-amt-kanton-zuerich,Bevölkerung: übrige/andere/ohne Konfession [Pers.],"Zivilrechtliche Wohnbevölkerung der Gemeinden nach der Konfession am 31. Dezember. Anzahl Personen übrige anerkannte Religionsgemeinschaften, nicht anerkannte Religionsgemeinschaften und ohne Konfession.",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Konfession,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_450.csv,321@statistisches-amt-kanton-zuerich,1-Personenhaushalte [Anz.],Anzahl Einpersonenhaushalte (Privathaushalte),Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_451.csv,322@statistisches-amt-kanton-zuerich,2-Personenhaushalte [Anz.],Anzahl Zweipersonenhaushalte (Privathaushalte),Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_452.csv,323@statistisches-amt-kanton-zuerich,3-Personenhaushalte [Anz.],Anzahl Dreipersonenhaushalte (Privathaushalte),Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_470.csv,325@statistisches-amt-kanton-zuerich,Anteil 1-Personenhaushalte [%],Anteil Einpersonenhaushalte an allen Privathaushalten,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_471.csv,326@statistisches-amt-kanton-zuerich,Anteil 2-Personenhaushalte [%],Anteil Zweipersonenhaushalte an allen Privathaushalten,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_472.csv,327@statistisches-amt-kanton-zuerich,Anteil 3-Personenhaushalte [%],Anteil Dreipersonenhaushalte an allen Privathaushalten,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_144.csv,215@statistisches-amt-kanton-zuerich,Schül. Kindergarten [pro 1000 Einw.],Anzahl KindergartenschülerInnen inkl. Grundstufe gemessen an der zivilrechtlichen Bevölkerung Ende Vorjahr,Bevölkerung und Soziales,Bildung,Schüler Volksschule,pro 1000 Einw.,pro Tausend Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_456.csv,348@statistisches-amt-kanton-zuerich,5-Personenhaushalte [Anz.],Anzahl Fünfpersonenhaushalte (Privathaushalte),Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_458.csv,349@statistisches-amt-kanton-zuerich,6 und mehr Personenhaushalte [Anz.],Anzahl Haushalte mit 6 oder mehr Personen (Privathaushalte).,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_815.csv,352@statistisches-amt-kanton-zuerich,Bezügerquote der bedarfsabh. Sozialleistungen [%],"Bezügerquote der bedarfsabhängigen Sozialleistungen. Die Bezügerquote der bedarfsabhängigen Sozialleistungen bezieht sich auf alle Personen, die während mindestens einem Monat des Jahres X eine der folgenden bedarfsabhängigen Sozialleistungen bezogen haben: Wirtschaftliche Sozialhilfe,  Kleinkindbetreuungsbeiträge, Alimentenbevorschussung, Zusatzleistungen zur Alters-, Invaliden- oder Hinterlassenenrente. Personen, die mehr als eine dieser Leistungen bezogen haben, werden nur einmal gezählt.",Bevölkerung und Soziales,Soziales,Bedarfsabhängige Sozialleistungen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_262.csv,354@statistisches-amt-kanton-zuerich,Anteil Vollzeitbeschäftigte Landwirtschaft [%],Vollzeit: >= 75 Prozent,Arbeit und Unternehmen,Landwirtschaft,Beschäftigte Landwirtschaft,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_135.csv,362@statistisches-amt-kanton-zuerich,Kehrichtmengen [Tonnen],"Kehrichtmengen aus kommunaler Sammlung von Haushalten, ab 2004 mit Betriebsabfällen (Anteil Siedlungsabfall, ohne Produktionsabfälle). Nicht enthalten sind Direktanlieferungen von Hauhshalten und Betrieben an die KVA und private Entsorgungslösungen, die nicht über den kommunalen Weg laufen.",Raum und Umwelt,Umwelt,Abfall,Tonnen,Tonnen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_449.csv,371@statistisches-amt-kanton-zuerich,Durchschnittliche Haushaltsgrösse [Pers.],Durchschnittliche Haushaltsgrösse von Privathaushalten der ständigen Wohnbevölkerung.,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_496.csv,372@statistisches-amt-kanton-zuerich,Anteil 4-Personenhaushalte [%],Anteil Vierpersonenhaushalte an allen Privathaushalten,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_497.csv,373@statistisches-amt-kanton-zuerich,Anteil 5-Personenhaushalte [%],Anteil Fünfpersonenhaushalte an allen Privathaushalten,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_498.csv,374@statistisches-amt-kanton-zuerich,Anteil 6 und mehr Personenhaushalte [%],Anteil Haushalte mit 6 und mehr Personen an allen Privathaushalten,Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Haushalte,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_424.csv,379@statistisches-amt-kanton-zuerich,"Nettoaufwand Kultur, Sport und Freizeit [Fr./Einw.]",Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.,Öffentliche Finanzen,Gemeindefinanzen,Gemeinde Nettoaufwand,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_51.csv,177@statistisches-amt-kanton-zuerich,Bauzonen überbaut [ha],Total überbaute Bauzonenfläche,Bau und Immobilien,"Bauzonen, Bauzonenverbrauch",Bauzonen,ha,Hektaren
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_437.csv,8@statistisches-amt-kanton-zuerich,KRW Wähleranteil EDU [%],Wähleranteil EDU bei Kantonsratswahlen,Politik,Wähleranteile,Kantonsrat,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_99.csv,280@statistisches-amt-kanton-zuerich,Bevölkerung: Frauen [Pers.],"Einwohnerbestand Frauen nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Bevölkerungsbestand,Pers.,Personen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_319.csv,291@statistisches-amt-kanton-zuerich,Steuerb. Vermögen natürl. Pers. 25%-Quantil [Fr.],"Steuerbares Vermögen natürlicher Personen des Kantonalen Steueramts. Das 25%-Quantil ist ein Schwellenwert: Ein Viertel der Steuerpflichtigen liegt unter, die anderen drei Viertel über diesem Wert.",Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Vermögen,Fr.,Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_826.csv,391@statistisches-amt-kanton-zuerich,Anteil GK F [%],"Anteil Einwohner pro ÖV-Güteklasse F: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_827.csv,392@statistisches-amt-kanton-zuerich,Anteil ohne GK [%],"Anteil Einwohner ohne ÖV-Güteklasse: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)",Raum und Umwelt,Verkehr,ÖV-Güteklassen Erschliessung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_820.csv,393@statistisches-amt-kanton-zuerich,Unfälle [pro 1000 Einw.],Anzahl Unfälle pro 1000 Einwohner Total (mit Personen- und/oder Sachschaden),Raum und Umwelt,Verkehr,Unfälle,pro 1000 Einw.,pro Tausend Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_68.csv,394@statistisches-amt-kanton-zuerich,Steuerfuss juristische Personen [%],Steuerfuss für juristische Personen. Details zu angewendeten Steuerfüssen sind direkt bei den jeweiligen Gemeinden einzuholen.,Öffentliche Finanzen,Steuerfüsse,juristische Personen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_381.csv,385@statistisches-amt-kanton-zuerich,Leerwohnungen Total [Anz.],Leerstehende Wohnungen am 1. Juni des Erhebungsjahres,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,Whg.,Wohnungen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_314.csv,384@statistisches-amt-kanton-zuerich,Steuerertrag allgemeine Gemeindesteuern [Mio.Fr.],Steuerertrag allgemeine Gemeindesteuern (Nettosteuerertrag im Rechnungsjahr; Grundlage für die Berechnung der Steuerkraft gemass §5 FAV).,Öffentliche Finanzen,Gemeindesteuern,Steuererträge,Mio.Fr.,Millionen Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_431.csv,173@statistisches-amt-kanton-zuerich,Nettovermögen [Fr./Einw.],"Nettovermögen pro Einwohner. Finanzvermögen minus Fremdkapital. Das Nettovermögen wird als Gradmesser für die Verschuldung verwendet indem sie den Betrag an Finanzvermögen zeigt, welcher die Schulden übersteigt. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.",Öffentliche Finanzen,Gemeindefinanzen,Gemeindekennziffern,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_287.csv,196@statistisches-amt-kanton-zuerich,Steuerertrag Total [Mio.Fr.],Nettosteuerertrag im Rechnungsjahr,Öffentliche Finanzen,Gemeindesteuern,Steuererträge,Mio.Fr.,Millionen Franken
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_188.csv,35@statistisches-amt-kanton-zuerich,Verkäufe EFH [Anz.],Anzahl verkaufter Einfamilienhäuser (EFH). Die letzten drei Jahre sind provisorisch.,Bau und Immobilien,Immobilienhandel,Immobilienverkäufe,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_265.csv,48@statistisches-amt-kanton-zuerich,Landwirtschaftsbetriebe [Anz.],Anzahl Betriebe gemäss landwirtschaftlicher Betriebszählung,Arbeit und Unternehmen,Landwirtschaft,Betriebe Landwirtschaft,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_203.csv,89@statistisches-amt-kanton-zuerich,Bevölkerungszunahme 5 Jahre [%],"Veränderung der Einwohnerzahl (zivilrechtlicher Wohnsitz) innerhalb von 5 Jahren in Prozent. Wert für 1970 aus der Volkszählung (wirtschaftl. Wohnsitz), da keine kant. Erhebung stattgefunden hat.",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Bevölkerungsentwicklung,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_165.csv,103@statistisches-amt-kanton-zuerich,Geb.Vol. Nebengebäude: Anteil [%],"Approximatives Gebäudevolumen von Nebengebäuden (Garagen, Schöpfe usw.)",Bau und Immobilien,"Gebäudevolumen, Bauinvestitionen",Gebäudevolumen,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_261.csv,109@statistisches-amt-kanton-zuerich,Anteil Teilzeitbeschäftigte Landwirtschaft [%],Teilzeit: < 75 Prozent,Arbeit und Unternehmen,Landwirtschaft,Beschäftigte Landwirtschaft,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_495.csv,369@statistisches-amt-kanton-zuerich,"MIV-Wege Quell-, Ziel- und Binnenverkehr [Anz.]","Das MIV-Verkehrsaufkommen ist die Summe aller MIV-Personenwege im Quell-, Ziel- und Binnenverkehr an einem durchschnittlichen Werktag (DWV). Mit Prognosezustand. Anzahl Wege pro Gemeinde, pro Planungsregion und ganzer Kanton.",Raum und Umwelt,Verkehr,Verkehrsaufkommen,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_425.csv,142@statistisches-amt-kanton-zuerich,Nettoaufwand öffentliche Ordnung und Sicherheit [Fr./Einw.],Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.,Öffentliche Finanzen,Gemeindefinanzen,Gemeinde Nettoaufwand,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_545.csv,149@statistisches-amt-kanton-zuerich,Zahnärzte [pro 1000 Einw.],"Definition: Zahnärzte, welche eine Bewilligung zur selbständigen Berufsübung haben, jeweils am Ende eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch.",Bevölkerung und Soziales,Gesundheit,Aerzte und Apotheken,pro 1000 Einw.,pro Tausend Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_427.csv,166@statistisches-amt-kanton-zuerich,Nettoaufwand Umweltschutz und Raumordnung [Fr./Einw.],Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.,Öffentliche Finanzen,Gemeindefinanzen,Gemeinde Nettoaufwand,Fr./Einw.,Franken pro Einwohner
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_461.csv,353@statistisches-amt-kanton-zuerich,Wohnungen: Anteil Eigentumsobjekte [%],"Anteil Wohneigentumsobjekte gemessen am Wohnungsbestand des Erhebungsjahres. Der Anteil Eigentums-Objekte bezieht sich auf Wohnungen in Gebäuden, die als Eigentumsobjekte (Einfamilienhäuser und Eigentumswohnungen) vorgesehen sind. Der Wert ist nicht vergleichbar mit der Wohneigentumsquote aus früheren Volkszählungen, denn weitervermietete EFH und weitervermietetes Stockwerkeigentum können in den Registerdaten nicht ausgewiesen werden. Der Anteil Eigentums-Objekte ist somit etwas grösser als die eigentliche Wohneigentumsquote.",Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_379.csv,231@statistisches-amt-kanton-zuerich,EFH-Bestand [Whg.],Anzahl Einfamilienhäuser gemäss GWS. EFH-Bestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,Whg.,Wohnungen
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_362.csv,238@statistisches-amt-kanton-zuerich,Anteil 3 Zi.-Wohnungen [%],Anteil 3 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_542.csv,290@statistisches-amt-kanton-zuerich,Aerzte [Anz.],"Aerzte mit Hauptberufstätigkeit im Ambulanten Sektor. Bis 2008: Ärzte mit eigener Praxis und Spitalärzte, die Privatpatienten behandeln, jeweils am Anfang eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch.",Bevölkerung und Soziales,Gesundheit,Aerzte und Apotheken,Anz.,Anzahl
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_364.csv,312@statistisches-amt-kanton-zuerich,Anteil 5 Zi.-Wohnungen [%],Anteil 5 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_369.csv,358@statistisches-amt-kanton-zuerich,Anteil EFH am Wohnungsbestand [%],Anteil EFH am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_89.csv,106@statistisches-amt-kanton-zuerich,Bevölkerung: Anteil 65-79-Jährige [%],"Anteil 65-79-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz(ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ",Bevölkerung und Soziales,Bevölkerungsbestand und Haushalte,Altersstruktur,%,Prozent
https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_353.csv,396@statistisches-amt-kanton-zuerich,Neu gegründete Unternehmen Total [Anz.],"Neu gegründete Unternehmen (2. und 3. Sektor). Die Statistik der Neugründungen erfasst nur tatsächlich - also «ex nihilo» - neu entstandene Unternehmen mit marktwirtschaftlicher Tätigkeit. Aus Fusionen, Übernahmen, Spaltungen oder Restrukturierungen hervorgegangene Unternehmen werden folglich nicht berücksichtigt. Werte < 4 werden nicht ausgewiesen.",Arbeit und Unternehmen,"Betriebe, Beschäftigte (Sektoren 1, 2 und 3)",Unternehmensgründungen,Anz.,Anzahl
