"id","theme","title","description","start_date","end_date","download_url","format"
237,"Bevölkerung","Heiraten [Anz.]","Anzahl Heiraten. Ein oder beide Partner ist/sind in einer Gemeinde des Kantons Zürich wohnhaft. Ab 2022 inkl. gleichgeschlechtliche Eheschliessungen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_445.csv","CSV"
238,"Bevölkerung","Heiraten [pro 1000 Einw.]","Anzahl Heiraten pro 1000 Einwohner (Rohe Heiratsziffer). Ein oder beide Partner ist/sind in einer Gemeinde des Kantons Zürich wohnhaft. Ab 2022 inkl. gleichgeschlechtliche Eheschliessungen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_446.csv","CSV"
239,"Bevölkerung","Scheidungen [Anz.]","Anzahl Scheidungen. Hinweise: Am 1.Januar 2000 trat das neue Scheidungsrecht in Kraft. Ab 2011 Wechsel der Datenquelle: Es werden nicht mehr alle Scheidungen von zwei ausländischen Personen ausgewiesen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_447.csv","CSV"
240,"Bevölkerung","Scheidungen [pro 1000 Einw.]","Anzahl Scheidungen pro 1000 Einwohner (Rohe Scheidungsziffer). Hinweise: Am 1.Januar 2000 trat das neue Scheidungsrecht in Kraft. Ab 2011 Wechsel der Datenquelle: Es werden nicht mehr alle Scheidungen von zwei ausländischen Personen ausgewiesen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_448.csv","CSV"
243,"Arbeit, Erwerb","Arbeitslosenanteil an Bevölkerung 15-64 Jahre [%]","Anteil Arbeitslose an der zivilrechtlichen Wohnbevölkerung zwischen 15 und 64 Jahren. Aus Datenschutzgründen dürfen Quoten von Gemeinden mit weniger als 5 Arbeitslosen (Jahresmittel) nicht ausgewiesen werden.","2011-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_380.csv","CSV"
244,"Bevölkerung","Bevölkerung: übrige/andere/ohne Konfession [Pers.]","Zivilrechtliche Wohnbevölkerung der Gemeinden nach der Konfession am 31. Dezember. Anzahl Personen übrige anerkannte Religionsgemeinschaften, nicht anerkannte Religionsgemeinschaften und ohne Konfession.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_408.csv","CSV"
245,"Bevölkerung","1-Personenhaushalte [Anz.]","Anzahl Einpersonenhaushalte (Privathaushalte).","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_450.csv","CSV"
246,"Bevölkerung","2-Personenhaushalte [Anz.]","Anzahl Zweipersonenhaushalte (Privathaushalte)","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_451.csv","CSV"
247,"Bevölkerung","3-Personenhaushalte [Anz.]","Anzahl Dreipersonenhaushalte (Privathaushalte)","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_452.csv","CSV"
248,"Bevölkerung","Anteil 1-Personenhaushalte [%]","Anteil Einpersonenhaushalte an allen Privathaushalten","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_470.csv","CSV"
249,"Bevölkerung","Anteil 2-Personenhaushalte [%]","Anteil Zweipersonenhaushalte an allen Privathaushalten","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_471.csv","CSV"
250,"Bevölkerung","Anteil 3-Personenhaushalte [%]","Anteil Dreipersonenhaushalte an allen Privathaushalten","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_472.csv","CSV"
178,"Bildung, Wissenschaft","Schül. Kindergarten [pro 1000 Einw.]","Anzahl KindergartenschülerInnen inkl. Grundstufe gemessen an der zivilrechtlichen Bevölkerung Ende Vorjahr","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_144.csv","CSV"
271,"Bevölkerung","5-Personenhaushalte [Anz.]","Anzahl Fünfpersonenhaushalte (Privathaushalte)","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_456.csv","CSV"
272,"Bevölkerung","6 und mehr Personenhaushalte [Anz.]","Anzahl Haushalte mit 6 oder mehr Personen (Privathaushalte).","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_458.csv","CSV"
273,"Soziale Sicherheit","Bezügerquote der bedarfsabh. Sozialleistungen [%]","Bezügerquote der bedarfsabhängigen Sozialleistungen. Die Bezügerquote der bedarfsabhängigen Sozialleistungen bezieht sich auf alle Personen, die während mindestens einem Monat des Jahres X eine der folgenden bedarfsabhängigen Sozialleistungen bezogen haben: Wirtschaftliche Sozialhilfe, Kleinkindbetreuungsbeiträge (bis und mit 2016), Alimentenbevorschussung, Zusatzleistungen zur Alters-, Invaliden- oder Hinterlassenenrente. Personen, die mehr als eine dieser Leistungen bezogen haben, werden nur einmal gezählt. Bei Gemeinden, die weniger als 5 Fälle haben, wird keine Quote ausgewiesen. (Referenzpopulation im Gemeindeporträt: kantonale Bevölkerungserhebung. Das BFS verwendet für die Berechnung seiner Quoten als Referenzpopulation STATPOP des Vorjahres.)","2010-12-31","2015-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_815.csv","CSV"
275,"Land- und Forstwirtschaft","Anteil Vollzeitbeschäftigte Landwirtschaft [%]","Vollzeit: >= 75 Prozent","1985-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_262.csv","CSV"
283,"Raum, Umwelt","Kehrichtmengen [Tonnen]","Kehrichtmengen aus kommunaler Sammlung von Haushalten, ab 2004 mit Betriebsabfällen (Anteil Siedlungsabfall, ohne Produktionsabfälle). Nicht enthalten sind Direktanlieferungen von Hauhshalten und Betrieben an die KVA und private Entsorgungslösungen, die nicht über den kommunalen Weg laufen.","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_135.csv","CSV"
292,"Bevölkerung","Durchschnittliche Haushaltsgrösse [Pers.]","Durchschnittliche Haushaltsgrösse von Privathaushalten der ständigen Wohnbevölkerung.","2010-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_449.csv","CSV"
293,"Bevölkerung","Anteil 4-Personenhaushalte [%]","Anteil Vierpersonenhaushalte an allen Privathaushalten","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_496.csv","CSV"
294,"Bevölkerung","Anteil 5-Personenhaushalte [%]","Anteil Fünfpersonenhaushalte an allen Privathaushalten","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_497.csv","CSV"
295,"Bevölkerung","Anteil 6 und mehr Personenhaushalte [%]","Anteil Haushalte mit 6 und mehr Personen an allen Privathaushalten","1970-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_498.csv","CSV"
298,"Öffentliche Verwaltung und Finanzen","Nettoaufwand Kultur, Sport und Freizeit [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_424.csv","CSV"
141,"Bau- und Wohnungswesen","Bauzonen überbaut [ha]","Total überbaute Bauzonenfläche","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_51.csv","CSV"
7,"Politik","KRW Wähleranteil EDU [%]","Wähleranteil EDU bei Kantonsratswahlen","2007-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_437.csv","CSV"
210,"Bevölkerung","Bevölkerung: Frauen [Pers.]","Einwohnerbestand Frauen nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1991-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_99.csv","CSV"
221,"Öffentliche Verwaltung und Finanzen","Steuerb. Vermögen natürl. Pers. 25%-Quantil [Fr.]","Steuerbares Vermögen natürlicher Personen des Kantonalen Steueramts. Das 25%-Quantil ist ein Schwellenwert: Ein Viertel der Steuerpflichtigen liegt unter, die anderen drei Viertel über diesem Wert.","1999-12-31","2020-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_319.csv","CSV"
500,"Mobilität und Verkehr","Anteil GK F [%]","Anteil Einwohner pro ÖV-Güteklasse F: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_826.csv","CSV"
501,"Mobilität und Verkehr","Anteil ohne GK [%]","Anteil Einwohner ohne ÖV-Güteklasse: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_827.csv","CSV"
502,"Mobilität und Verkehr","Unfälle [pro 1000 Einw.]","Anzahl Unfälle pro 1000 Einwohner Total (mit Personen- und/oder Sachschaden)","2010-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_820.csv","CSV"
488,"Öffentliche Verwaltung und Finanzen","Steuerfuss juristische Personen [%]","Steuerfuss für juristische Personen. Details zu angewendeten Steuerfüssen sind direkt bei den jeweiligen Gemeinden einzuholen.","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_68.csv","CSV"
493,"Bau- und Wohnungswesen","Leerwohnungen Total [Anz.]","Leerstehende Wohnungen am 1. Juni des Erhebungsjahres","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_381.csv","CSV"
494,"Öffentliche Verwaltung und Finanzen","Steuerertrag allgemeine Gemeindesteuern [Mio.Fr.]","Steuerertrag allgemeine Gemeindesteuern (Nettosteuerertrag im Rechnungsjahr; Grundlage für die Berechnung der Steuerkraft gemass §5 FAV).","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_314.csv","CSV"
137,"Öffentliche Verwaltung und Finanzen","Nettovermögen [Fr./Einw.]","Nettovermögen pro Einwohner. Finanzvermögen minus Fremdkapital. Das Nettovermögen wird als Gradmesser für die Verschuldung verwendet indem sie den Betrag an Finanzvermögen zeigt, welcher die Schulden übersteigt. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_431.csv","CSV"
160,"Öffentliche Verwaltung und Finanzen","Steuerertrag Total [Mio.Fr.]","Nettosteuerertrag im Rechnungsjahr","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_287.csv","CSV"
30,"Bau- und Wohnungswesen","Verkäufe EFH [Anz.]","Anzahl verkaufter Einfamilienhäuser (EFH). Die letzten drei Jahre sind provisorisch.","2007-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_188.csv","CSV"
41,"Land- und Forstwirtschaft","Landwirtschaftsbetriebe [Anz.]","Anzahl Betriebe gemäss landwirtschaftlicher Betriebszählung","1985-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_265.csv","CSV"
72,"Bevölkerung","Bevölkerungszunahme 5 Jahre [%]","Veränderung der Einwohnerzahl (zivilrechtlicher Wohnsitz) innerhalb von 5 Jahren in Prozent. Wert für 1970 aus der Volkszählung (wirtschaftl. Wohnsitz), da keine kant. Erhebung stattgefunden hat.","1962-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_203.csv","CSV"
84,"Bau- und Wohnungswesen","Geb.Vol. Nebengebäude: Anteil [%]","Approximatives Gebäudevolumen von Nebengebäuden (Garagen, Schöpfe usw.)","1990-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_165.csv","CSV"
89,"Land- und Forstwirtschaft","Anteil Teilzeitbeschäftigte Landwirtschaft [%]","Teilzeit: < 75 Prozent","1985-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_261.csv","CSV"
290,"Mobilität und Verkehr","MIV-Wege Quell-, Ziel- und Binnenverkehr [Anz.]","Das MIV-Verkehrsaufkommen ist die Summe aller MIV-Personenwege im Quell-, Ziel- und Binnenverkehr an einem durchschnittlichen Werktag (DWV). Mit Prognosezustand. Anzahl Wege pro Gemeinde, pro Planungsregion und ganzer Kanton.","2013-12-31","2018-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_495.csv","CSV"
108,"Öffentliche Verwaltung und Finanzen","Nettoaufwand öffentliche Ordnung und Sicherheit [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_425.csv","CSV"
115,"Gesundheit","Zahnärzte [pro 1000 Einw.]","Definition: Zahnärzte, welche eine Bewilligung zur selbständigen Berufsübung haben, jeweils am Ende eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_545.csv","CSV"
131,"Öffentliche Verwaltung und Finanzen","Nettoaufwand Umweltschutz und Raumordnung [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_427.csv","CSV"
274,"Bau- und Wohnungswesen","Wohnungen: Anteil Eigentumsobjekte [%]","Anteil Wohneigentumsobjekte gemessen am Wohnungsbestand des Erhebungsjahres. Der Anteil Eigentums-Objekte bezieht sich auf Wohnungen in Gebäuden, die als Eigentumsobjekte (Einfamilienhäuser und Eigentumswohnungen) vorgesehen sind. Der Wert ist nicht vergleichbar mit der Wohneigentumsquote aus früheren Volkszählungen, denn weitervermietete EFH und weitervermietetes Stockwerkeigentum können in den Registerdaten nicht ausgewiesen werden. Der Anteil Eigentums-Objekte ist somit etwas grösser als die eigentliche Wohneigentumsquote.","2006-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_461.csv","CSV"
193,"Bau- und Wohnungswesen","EFH-Bestand [Whg.]","Anzahl Einfamilienhäuser gemäss GWS. EFH-Bestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.","1980-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_379.csv","CSV"
199,"Bau- und Wohnungswesen","Anteil 3 Zi.-Wohnungen [%]","Anteil 3 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_362.csv","CSV"
220,"Gesundheit","Aerzte [Anz.]","Aerzte mit Hauptberufstätigkeit im Ambulanten Sektor. Bis 2008: Ärzte mit eigener Praxis und Spitalärzte, die Privatpatienten behandeln, jeweils am Anfang eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_542.csv","CSV"
242,"Bau- und Wohnungswesen","Anteil 5 Zi.-Wohnungen [%]","Anteil 5 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_364.csv","CSV"
279,"Bau- und Wohnungswesen","Anteil EFH am Wohnungsbestand [%]","Anteil EFH am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_369.csv","CSV"
87,"Bevölkerung","Bevölkerung: Anteil 65-79-Jährige [%]","Anteil 65-79-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz(ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1998-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_89.csv","CSV"
489,"Arbeit, Erwerb","Neu gegründete Unternehmen Total [Anz.]","Neu gegründete Unternehmen (2. und 3. Sektor). Die Statistik der Neugründungen erfasst nur tatsächlich - also «ex nihilo» - neu entstandene Unternehmen mit marktwirtschaftlicher Tätigkeit. Aus Fusionen, Übernahmen, Spaltungen oder Restrukturierungen hervorgegangene Unternehmen werden folglich nicht berücksichtigt. Werte < 4 werden nicht ausgewiesen.","2013-12-31","2020-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_353.csv","CSV"
492,"Arbeit, Erwerb","Total geschaffene Stellen, Beschäftigte [Anz.]","Total geschaffene Stellen (2. und 3. Sektor). Die Statistik der Neugründungen erfasst nur tatsächlich - also «ex nihilo» - neu entstandene Unternehmen mit marktwirtschaftlicher Tätigkeit. Aus Fusionen, Übernahmen, Spaltungen oder Restrukturierungen hervorgegangene Unternehmen werden folglich nicht berücksichtigt. Werte < 4 werden nicht ausgewiesen.","2013-12-31","2020-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_356.csv","CSV"
495,"Mobilität und Verkehr","Anteil GK A [%]","Anteil Einwohner pro ÖV-Güteklasse A: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_821.csv","CSV"
496,"Mobilität und Verkehr","Anteil GK B [%]","Anteil Einwohner pro ÖV-Güteklasse B: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_822.csv","CSV"
497,"Mobilität und Verkehr","Anteil GK C [%]","Anteil Einwohner pro ÖV-Güteklasse C: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_823.csv","CSV"
498,"Mobilität und Verkehr","Anteil GK D [%]","Anteil Einwohner pro ÖV-Güteklasse D: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_824.csv","CSV"
499,"Mobilität und Verkehr","Anteil GK E [%]","Anteil Einwohner pro ÖV-Güteklasse E: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf)","2013-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_825.csv","CSV"
509,"Öffentliche Verwaltung und Finanzen","Ertrags- (+) / Aufwandüberschuss (-) [Fr./Einw.]","Jahresergebnis Erfolgsrechnung. Ertragsüberschuss (positives Vorzeichen) oder Aufwandüberschuss (negatives Vorzeichen). Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_828.csv","CSV"
149,"Bau- und Wohnungswesen","Bauinvestitionen [Mio.Fr.]","Bauinvestitionen von Bautätigkeiten mit Investitionscharakter, die einer behördlichen Bewilligung bedürfen","1994-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_182.csv","CSV"
95,"Bevölkerung","Bevölkerung: katholisch [Pers.]","Katholische Wohnbevölkerung (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_406.csv","CSV"
166,"Bevölkerung","Zuzüge [Pers.]","Anzahl zugezogene Personen. Hinweis: Ab 2011 Wechsel des Produktionsverfahrens und neue Definition der ständigen Wohnbevölkerung, die zusätzlich Personen im Asylprozess mit einer Gesamtaufenthaltsdauer von mindestens 12 Monaten umfasst. Inkl. innerkantonaler Wanderungen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_256.csv","CSV"
124,"Öffentliche Verwaltung und Finanzen","Bruttoinvestitionen [Fr./Einw.]","Bruttoinvestitionen pro Einwohner. Aussage: Massgrösse für den Infrastrukturausbau ohne Berücksichtigung der Finanzierungsträger. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt.","1990-12-31","2018-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_412.csv","CSV"
